Дата_и_Время,Цена_ЭЭ,sin_час,cos_час,День,Цена_EUR,Цена_USD,Цена_газ,Цена_нефть
2024-05-02 07:00:00,1501.11,0.9659258262890684,-0.2588190451025206,2,99.775,93.0,1.958,84.18
2024-05-02 08:00:00,1826.16,0.8660254037844387,-0.4999999999999998,2,99.6,92.905,1.962,84.21
2024-05-02 09:00:00,1898.54,0.7071067811865476,-0.7071067811865475,2,99.22,92.55,1.988,84.24
2024-05-02 10:00:00,1893.23,0.4999999999999999,-0.8660254037844387,2,98.8925,92.2475,2.022,83.94
2024-05-02 11:00:00,1864.15,0.258819045102521,-0.9659258262890682,2,98.485,91.925,2.032,84.3
2024-05-02 12:00:00,1887.61,1.2246467991473532e-16,-1.0,2,98.3925,91.77,2.033,83.7
2024-05-02 13:00:00,1926.31,-0.2588190451025208,-0.9659258262890684,2,98.4325,91.8125,2.037,83.47
2024-05-02 14:00:00,1941.51,-0.4999999999999997,-0.8660254037844388,2,98.485,91.9,2.041,83.34
2024-05-02 15:00:00,1886.13,-0.7071067811865471,-0.7071067811865479,2,98.9103125,92.045,2.034,83.22
2024-05-02 16:00:00,1887.55,-0.8660254037844385,-0.5000000000000004,2,98.9103125,92.205,2.029,83.72
2024-05-02 17:00:00,1841.29,-0.9659258262890684,-0.2588190451025206,2,98.9103125,92.105,2.002391304347826,83.56
2024-05-02 18:00:00,1838.23,-1.0,-1.8369701987210287e-16,2,98.9103125,92.22409090909092,2.034,83.78
2024-05-02 19:00:00,1889.54,-0.9659258262890684,0.2588190451025203,2,98.9103125,92.22409090909092,2.032,83.63
2024-05-02 20:00:00,1967.71,-0.8660254037844386,0.5000000000000001,2,98.9103125,92.22409090909092,2.028,83.78
2024-05-02 21:00:00,1824.14,-0.7071067811865477,0.7071067811865474,2,98.9103125,92.22409090909092,2.023,83.7
2024-05-02 22:00:00,1475.77,-0.5000000000000004,0.8660254037844384,2,98.9103125,92.22409090909092,2.02,83.80260869565218
2024-05-02 23:00:00,1297.35,-0.2588190451025215,0.965925826289068,2,98.9103125,92.22409090909092,2.013,83.7
2024-05-03 00:00:00,1162.63,0.0,1.0,3,98.540625,91.65795454545454,2.017,84.06
2024-05-03 01:00:00,1099.73,0.2588190451025207,0.9659258262890684,3,98.540625,91.65795454545454,2.016,83.93
2024-05-03 02:00:00,1004.21,0.4999999999999999,0.8660254037844387,3,98.540625,91.65795454545454,2.021,83.85
2024-05-03 03:00:00,1003.75,0.7071067811865476,0.7071067811865476,3,98.540625,91.65795454545454,2.031,83.95
2024-05-03 04:00:00,1048.8,0.8660254037844386,0.5000000000000001,3,98.540625,91.65795454545454,2.039,83.86
2024-05-03 05:00:00,1146.55,0.9659258262890684,0.2588190451025207,3,98.540625,91.65795454545454,2.029,83.92
2024-05-03 06:00:00,1322.51,1.0,6.123233995736766e-17,3,98.540625,91.65795454545454,2.024,83.93
2024-05-03 07:00:00,1584.12,0.9659258262890684,-0.2588190451025206,3,98.695,91.95,2.049,84.0
2024-05-03 08:00:00,1775.68,0.8660254037844387,-0.4999999999999998,3,98.7025,91.9075,2.06,83.83
2024-05-03 09:00:00,1876.66,0.7071067811865476,-0.7071067811865475,3,98.7025,91.9725,2.044,83.67
2024-05-03 10:00:00,1899.78,0.4999999999999999,-0.8660254037844387,3,98.5125,91.73,2.061,83.95
2024-05-03 11:00:00,1891.95,0.258819045102521,-0.9659258262890682,3,98.4125,91.6025,2.126,84.09
2024-05-03 12:00:00,1886.36,1.2246467991473532e-16,-1.0,3,98.3825,91.5225,2.148,83.88
2024-05-03 13:00:00,1901.22,-0.2588190451025208,-0.9659258262890684,3,98.3325,91.5575,2.143,83.51
2024-05-03 14:00:00,1872.78,-0.4999999999999997,-0.8660254037844388,3,98.585,91.615,2.156,83.28
2024-05-03 15:00:00,1869.11,-0.7071067811865471,-0.7071067811865479,3,98.540625,91.515,2.145,83.18
2024-05-03 16:00:00,1870.5,-0.8660254037844385,-0.5000000000000004,3,98.540625,91.4625,2.15,83.2
2024-05-03 17:00:00,1849.44,-0.9659258262890684,-0.2588190451025206,3,98.540625,91.4025,2.074058823529412,83.1
2024-05-03 18:00:00,1812.99,-1.0,-1.8369701987210287e-16,3,98.540625,91.65795454545454,2.074058823529412,82.87
2024-05-03 19:00:00,1827.69,-0.9659258262890684,0.2588190451025203,3,98.540625,91.65795454545454,2.074058823529412,82.95
2024-05-03 20:00:00,1925.25,-0.8660254037844386,0.5000000000000001,3,98.540625,91.65795454545454,2.074058823529412,82.85
2024-05-03 21:00:00,1835.4,-0.7071067811865477,0.7071067811865474,3,98.540625,91.65795454545454,2.074058823529412,82.78
2024-05-03 22:00:00,1528.52,-0.5000000000000004,0.8660254037844384,3,98.540625,91.65795454545454,2.074058823529412,83.57454545454546
2024-05-03 23:00:00,1309.76,-0.2588190451025215,0.965925826289068,3,98.540625,91.65795454545454,2.074058823529412,83.57454545454546
2024-05-04 00:00:00,1411.9,0.0,1.0,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 01:00:00,1350.71,0.2588190451025207,0.9659258262890684,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 02:00:00,1246.54,0.4999999999999999,0.8660254037844387,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 03:00:00,1148.56,0.7071067811865476,0.7071067811865476,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 04:00:00,1147.69,0.8660254037844386,0.5000000000000001,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 05:00:00,1141.12,0.9659258262890684,0.2588190451025207,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 06:00:00,1309.1,1.0,6.123233995736766e-17,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 07:00:00,1530.89,0.9659258262890684,-0.2588190451025206,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 08:00:00,1838.96,0.8660254037844387,-0.4999999999999998,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 09:00:00,2013.11,0.7071067811865476,-0.7071067811865475,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
2024-05-04 10:00:00,2036.74,0.4999999999999999,-0.8660254037844387,4,98.027609375,90.6461961722488,2.454243761996161,83.14148007590134
